"Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Horizontal_Distance_To_Fire_Points","Cover_Type","Combined_Soil_Type","Combined_Wilderness_Area","Total_Hillshade"
3132,"SW","15-20",201,27,2044,646,"Spruce/Fir","22","Rawah Area",635
2708,"N","10-15",30,5,1291,2396,"Lodgepole Pine","11","Comanche Peak Area",577
2439,"E","15-20",108,26,646,1595,"Ponderosa Pine","6","Cache la Poudre Area",552
3002,"SW","15-20",390,-19,1148,446,"Lodgepole Pine","33","Comanche Peak Area",638
2323,"E","25-30",339,143,1434,212,"Ponderosa Pine","10","Cache la Poudre Area",471
3246,"W","10-15",474,32,1747,531,"Spruce/Fir","31","Comanche Peak Area",620
2532,"SE","25-30",0,0,1872,450,"Douglas-fir","4","Comanche Peak Area",577
2929,"N","5-10",108,16,3622,4329,"Lodgepole Pine","12","Rawah Area",590
3229,"W","5-10",175,24,4897,655,"Spruce/Fir","23","Rawah Area",626
3290,"NW","20-25",95,30,3158,2475,"Spruce/Fir","24","Comanche Peak Area",583
2895,"NW","10-15",95,15,5000,1308,"Lodgepole Pine","29","Rawah Area",587
2683,"E","20-25",95,-5,2751,1130,"Lodgepole Pine","10","Comanche Peak Area",487
2706,"W","5-10",60,11,1495,1106,"Aspen","23","Comanche Peak Area",631
2937,"S","10-15",201,19,4399,4112,"Lodgepole Pine","30","Rawah Area",621
2901,"NW","20-25",153,47,5328,752,"Lodgepole Pine","29","Rawah Area",587
3206,"W","5-10",384,20,6025,1889,"Lodgepole Pine","22","Rawah Area",625
2140,"W","25-30",108,64,1415,702,"Ponderosa Pine","10","Cache la Poudre Area",582
2717,"SE","10-15",30,-1,1935,2748,"Lodgepole Pine","30","Rawah Area",584
2878,"S","10-15",283,51,1107,2550,"Lodgepole Pine","33","Comanche Peak Area",622
2809,"SE","10-15",450,25,1794,1124,"Lodgepole Pine","12","Rawah Area",587
3221,"N","10-15",731,31,1954,495,"Spruce/Fir","23","Comanche Peak Area",571
2911,"N","0-5",192,12,2144,564,"Spruce/Fir","32","Comanche Peak Area",604
2584,"NE","25-30",319,156,895,931,"Lodgepole Pine","10","Comanche Peak Area",464
3280,"N","0-5",510,36,5913,741,"Spruce/Fir","22","Rawah Area",599
2134,"SW","20-25",335,88,376,872,"Ponderosa Pine","1","Cache la Poudre Area",639
3020,"NE","15-20",384,161,1471,3240,"Spruce/Fir","31","Comanche Peak Area",536
3035,"NE","15-20",30,-1,1168,1323,"Lodgepole Pine","31","Comanche Peak Area",542
2833,"E","20-25",390,184,1072,660,"Lodgepole Pine","13","Comanche Peak Area",524
2852,"W","20-25",60,35,4169,658,"Lodgepole Pine","29","Rawah Area",633
3189,"NW","5-10",335,16,1560,134,"Spruce/Fir","23","Comanche Peak Area",604
2780,"NE","20-25",134,34,1419,2580,"Lodgepole Pine","10","Comanche Peak Area",510
3292,"NE","10-15",306,108,3567,2081,"Krummholz","31","Comanche Peak Area",550
3217,"NE","15-20",418,101,5060,2744,"Lodgepole Pine","30","Rawah Area",543
2546,"N","15-20",90,12,552,2002,"Lodgepole Pine","30","Rawah Area",530
2922,"N","0-5",466,19,4513,4494,"Lodgepole Pine","23","Rawah Area",605
2430,"W","15-20",324,161,1262,664,"Douglas-fir","10","Cache la Poudre Area",609
2862,"NW","20-25",170,63,4447,450,"Spruce/Fir","29","Rawah Area",560
3231,"SE","5-10",210,28,4832,553,"Spruce/Fir","22","Rawah Area",613
3284,"SE","10-15",866,208,864,2263,"Lodgepole Pine","32","Comanche Peak Area",596
2945,"NE","5-10",592,81,2763,1847,"Lodgepole Pine","29","Rawah Area",574
2948,"E","15-20",0,0,451,1595,"Lodgepole Pine","33","Comanche Peak Area",543
2254,"E","35-40",390,-35,511,408,"Ponderosa Pine","6","Cache la Poudre Area",438
3684,"N","15-20",1187,275,5140,3531,"Krummholz","40","Comanche Peak Area",548
2131,"NW","5-10",30,1,911,1465,"Cottonwood/Willow","17","Cache la Poudre Area",615
2388,"N","15-20",420,244,1003,1198,"Ponderosa Pine","1","Cache la Poudre Area",563
2975,"S","10-15",319,56,5415,3345,"Lodgepole Pine","29","Rawah Area",628
2654,"SE","10-15",379,126,808,1153,"Ponderosa Pine","2","Comanche Peak Area",613
3407,"SE","5-10",700,178,720,424,"Krummholz","40","Neota Area",608
3215,"SW","5-10",30,-7,3434,1418,"Spruce/Fir","23","Comanche Peak Area",630
3243,"S","10-15",342,10,2118,1235,"Lodgepole Pine","29","Rawah Area",630
3081,"E","10-15",150,21,2258,1261,"Spruce/Fir","30","Rawah Area",582
3186,"NE","10-15",67,0,2790,1822,"Spruce/Fir","31","Comanche Peak Area",563
3273,"NE","10-15",524,74,618,1191,"Spruce/Fir","23","Neota Area",557
3354,"E","10-15",571,120,1714,2072,"Spruce/Fir","39","Rawah Area",562
3182,"NW","5-10",323,49,4651,2402,"Lodgepole Pine","29","Rawah Area",605
3124,"SW","10-15",484,60,3189,1806,"Lodgepole Pine","31","Comanche Peak Area",634
2485,"E","15-20",85,13,591,365,"Lodgepole Pine","10","Cache la Poudre Area",557
2530,"SE","5-10",190,9,192,1415,"Lodgepole Pine","9","Rawah Area",613
2643,"NE","5-10",95,9,153,560,"Lodgepole Pine","11","Comanche Peak Area",592
2149,"NE","30-35",212,41,603,511,"Ponderosa Pine","10","Cache la Poudre Area",428
2910,"N","10-15",553,49,2161,1448,"Lodgepole Pine","31","Comanche Peak Area",569
3403,"S","15-20",277,25,1867,3681,"Spruce/Fir","32","Neota Area",621
2900,"SE","5-10",525,47,3842,3271,"Lodgepole Pine","12","Rawah Area",606
2780,"N","10-15",134,3,2363,3740,"Lodgepole Pine","12","Rawah Area",574
2649,"E","20-25",210,37,1100,1777,"Lodgepole Pine","30","Rawah Area",512
3224,"N","10-15",437,33,3516,3141,"Spruce/Fir","30","Rawah Area",582
3194,"SE","10-15",433,92,361,4629,"Lodgepole Pine","22","Neota Area",609
2820,"E","25-30",295,102,2483,335,"Lodgepole Pine","10","Comanche Peak Area",474
2222,"SW","25-30",577,-107,661,927,"Ponderosa Pine","1","Cache la Poudre Area",627
3344,"NE","15-20",90,20,1279,1418,"Krummholz","38","Neota Area",532
2952,"NW","10-15",85,20,5658,4151,"Lodgepole Pine","24","Rawah Area",592
3058,"S","25-30",859,75,3086,2279,"Lodgepole Pine","33","Comanche Peak Area",622
3199,"S","5-10",433,79,5958,3150,"Lodgepole Pine","29","Rawah Area",629
3046,"E","20-25",592,107,1356,2174,"Lodgepole Pine","33","Comanche Peak Area",539
3039,"SW","25-30",342,102,3553,1153,"Lodgepole Pine","13","Comanche Peak Area",626
3218,"N","15-20",553,142,603,1911,"Lodgepole Pine","33","Comanche Peak Area",545
3209,"NE","15-20",30,-3,1371,1616,"Spruce/Fir","38","Rawah Area",546
3034,"SW","5-10",175,16,3672,2620,"Lodgepole Pine","30","Rawah Area",631
3095,"SW","5-10",485,33,335,1503,"Lodgepole Pine","23","Comanche Peak Area",633
2776,"E","10-15",30,-13,685,939,"Lodgepole Pine","33","Comanche Peak Area",575
2643,"N","5-10",95,0,1142,6007,"Lodgepole Pine","12","Rawah Area",590
3407,"W","20-25",402,59,693,1110,"Spruce/Fir","40","Neota Area",616
2984,"NW","15-20",335,108,1627,892,"Lodgepole Pine","31","Comanche Peak Area",600
3123,"E","0-5",256,8,4442,1707,"Spruce/Fir","22","Rawah Area",605
3305,"NE","10-15",201,20,4200,3610,"Spruce/Fir","23","Comanche Peak Area",571
2929,"NW","10-15",258,125,4981,4838,"Spruce/Fir","29","Rawah Area",610
2577,"N","5-10",300,35,552,2933,"Lodgepole Pine","29","Rawah Area",590
2819,"S","10-15",330,84,1667,2598,"Lodgepole Pine","23","Rawah Area",618
3120,"E","5-10",240,67,5274,703,"Spruce/Fir","29","Rawah Area",586
2988,"SE","10-15",67,12,1550,1936,"Spruce/Fir","23","Rawah Area",580
3324,"S","10-15",297,45,3482,1449,"Spruce/Fir","32","Comanche Peak Area",629
2862,"N","5-10",108,15,3077,2962,"Lodgepole Pine","29","Rawah Area",590
2873,"E","5-10",270,13,3130,2594,"Lodgepole Pine","29","Rawah Area",593
3321,"E","5-10",216,30,1717,3181,"Spruce/Fir","38","Neota Area",587
2859,"NE","20-25",256,-12,402,1558,"Lodgepole Pine","29","Rawah Area",512
2449,"N","20-25",30,13,1230,713,"Douglas-fir","10","Comanche Peak Area",522
3422,"E","10-15",603,265,1600,849,"Krummholz","40","Comanche Peak Area",570
2734,"E","0-5",162,18,1440,2032,"Lodgepole Pine","12","Rawah Area",605
3016,"E","10-15",30,2,3401,5330,"Lodgepole Pine","29","Rawah Area",586
2951,"W","20-25",382,137,1708,674,"Lodgepole Pine","31","Comanche Peak Area",634
2693,"SE","0-5",270,1,960,1802,"Lodgepole Pine","12","Rawah Area",614
2182,"N","20-25",67,25,1392,907,"Ponderosa Pine","10","Cache la Poudre Area",530
2796,"S","5-10",180,12,2068,1254,"Lodgepole Pine","30","Rawah Area",619
2004,"NE","30-35",95,21,192,603,"Ponderosa Pine","1","Cache la Poudre Area",434
3537,"SE","10-15",306,103,2730,2106,"Spruce/Fir","40","Rawah Area",597
3247,"S","15-20",480,112,510,2568,"Lodgepole Pine","13","Comanche Peak Area",632
3142,"SE","15-20",201,36,2412,1655,"Lodgepole Pine","32","Comanche Peak Area",593
3176,"S","5-10",30,5,3172,1206,"Lodgepole Pine","23","Comanche Peak Area",629
2863,"SW","25-30",85,53,1426,573,"Lodgepole Pine","13","Comanche Peak Area",633
2519,"NW","10-15",30,1,953,1638,"Douglas-fir","33","Comanche Peak Area",610
2978,"NE","5-10",124,19,4887,4669,"Spruce/Fir","29","Rawah Area",587
3094,"N","10-15",0,0,1471,2483,"Spruce/Fir","24","Comanche Peak Area",572
3037,"W","30-35",268,111,2634,2596,"Lodgepole Pine","33","Comanche Peak Area",572
3043,"NE","20-25",277,81,5049,2542,"Spruce/Fir","29","Rawah Area",490
2412,"NW","20-25",480,200,942,1064,"Douglas-fir","10","Cache la Poudre Area",566
2884,"N","5-10",150,29,3680,5511,"Lodgepole Pine","29","Rawah Area",588
2769,"S","10-15",190,36,631,2356,"Lodgepole Pine","29","Rawah Area",616
2955,"NE","5-10",0,0,2148,2716,"Lodgepole Pine","19","Comanche Peak Area",585
2935,"NW","10-15",30,9,742,2103,"Spruce/Fir","24","Comanche Peak Area",589
2853,"NE","10-15",42,15,573,417,"Lodgepole Pine","23","Comanche Peak Area",552
3261,"W","20-25",604,147,6028,2910,"Lodgepole Pine","30","Rawah Area",624
3331,"W","10-15",247,33,3570,2014,"Spruce/Fir","32","Comanche Peak Area",629
3099,"NE","5-10",150,12,1549,3002,"Spruce/Fir","31","Comanche Peak Area",586
3036,"NW","5-10",170,12,1205,2640,"Lodgepole Pine","29","Rawah Area",604
2471,"N","20-25",85,9,721,764,"Lodgepole Pine","10","Comanche Peak Area",509
3084,"W","10-15",218,51,3435,552,"Spruce/Fir","29","Rawah Area",616
3011,"NW","5-10",624,95,5592,1687,"Lodgepole Pine","29","Rawah Area",602
2813,"N","0-5",90,3,1296,725,"Lodgepole Pine","33","Comanche Peak Area",601
3270,"E","25-30",162,39,2394,534,"Krummholz","39","Comanche Peak Area",432
2661,"N","20-25",124,37,716,1211,"Lodgepole Pine","33","Comanche Peak Area",501
3420,"NE","10-15",324,71,2953,1368,"Krummholz","38","Comanche Peak Area",561
3059,"NW","5-10",247,-9,2029,2164,"Lodgepole Pine","32","Comanche Peak Area",601
3007,"N","5-10",0,0,2226,1642,"Lodgepole Pine","20","Comanche Peak Area",587
2995,"NE","15-20",384,30,4833,2634,"Spruce/Fir","23","Rawah Area",541
3179,"NW","15-20",301,55,3889,1574,"Spruce/Fir","22","Comanche Peak Area",568
2691,"NE","5-10",255,41,1006,2962,"Lodgepole Pine","12","Rawah Area",575
3163,"NE","10-15",134,4,3126,3240,"Lodgepole Pine","24","Comanche Peak Area",555
3435,"E","10-15",612,278,1660,819,"Krummholz","40","Comanche Peak Area",570
2990,"SE","35-40",30,-17,997,1538,"Lodgepole Pine","33","Comanche Peak Area",471
2735,"N","25-30",60,24,240,600,"Spruce/Fir","30","Rawah Area",467
3291,"W","25-30",371,77,592,987,"Spruce/Fir","33","Neota Area",612
2811,"SE","5-10",153,27,2954,2401,"Lodgepole Pine","12","Rawah Area",595
2758,"SE","10-15",120,6,1025,731,"Ponderosa Pine","2","Comanche Peak Area",603
3208,"E","5-10",0,0,2906,2432,"Krummholz","29","Rawah Area",591
3015,"NW","10-15",277,113,1983,2790,"Lodgepole Pine","32","Comanche Peak Area",587
3339,"N","15-20",785,203,3277,799,"Spruce/Fir","24","Comanche Peak Area",549
2818,"NW","15-20",120,21,1717,2407,"Lodgepole Pine","33","Comanche Peak Area",568
3172,"S","15-20",360,32,2270,812,"Spruce/Fir","22","Rawah Area",629
2959,"E","10-15",598,0,3487,5737,"Spruce/Fir","29","Rawah Area",569
2709,"SE","0-5",255,0,2018,4264,"Lodgepole Pine","12","Rawah Area",611
3299,"N","20-25",67,10,1087,1426,"Lodgepole Pine","39","Neota Area",552
3028,"NE","10-15",319,61,4696,892,"Lodgepole Pine","29","Rawah Area",565
3242,"NE","5-10",360,77,3292,2112,"Spruce/Fir","31","Comanche Peak Area",574
2949,"N","15-20",484,56,726,1855,"Lodgepole Pine","29","Rawah Area",558
3090,"NW","5-10",42,0,218,2083,"Spruce/Fir","23","Neota Area",602
2873,"SE","5-10",134,-5,976,2479,"Lodgepole Pine","32","Comanche Peak Area",603
3188,"SE","15-20",379,-133,361,3856,"Lodgepole Pine","22","Neota Area",578
3168,"W","20-25",182,51,162,543,"Spruce/Fir","22","Neota Area",633
2548,"W","5-10",234,41,1073,960,"Lodgepole Pine","6","Cache la Poudre Area",630
2904,"E","5-10",297,17,2080,908,"Lodgepole Pine","32","Comanche Peak Area",585
3163,"N","15-20",162,37,579,1963,"Spruce/Fir","22","Neota Area",551
2495,"E","10-15",108,37,953,793,"Ponderosa Pine","4","Comanche Peak Area",572
3365,"NW","20-25",162,48,1356,1652,"Spruce/Fir","39","Neota Area",554
2749,"N","15-20",30,10,3421,5885,"Spruce/Fir","29","Rawah Area",555
2906,"N","10-15",162,23,3449,4832,"Lodgepole Pine","29","Rawah Area",584
2746,"SE","5-10",120,7,2138,1355,"Lodgepole Pine","12","Rawah Area",614
2861,"NE","0-5",458,44,2100,2175,"Lodgepole Pine","29","Rawah Area",599
3245,"N","10-15",150,23,3167,2022,"Spruce/Fir","29","Rawah Area",579
3291,"W","5-10",573,77,787,2732,"Lodgepole Pine","32","Comanche Peak Area",626
2998,"SE","5-10",301,33,5237,6005,"Spruce/Fir","12","Rawah Area",606
2854,"NE","20-25",603,176,631,2482,"Lodgepole Pine","24","Rawah Area",515
2955,"NE","15-20",721,157,2819,552,"Lodgepole Pine","32","Comanche Peak Area",541
3228,"NW","5-10",0,0,716,1146,"Spruce/Fir","19","Neota Area",603
2644,"NE","15-20",201,44,1191,2232,"Lodgepole Pine","30","Rawah Area",542
3129,"SW","10-15",488,59,6154,1940,"Lodgepole Pine","29","Rawah Area",639
3034,"N","25-30",426,27,1718,1065,"Lodgepole Pine","31","Comanche Peak Area",518
2735,"E","5-10",30,1,1377,2553,"Lodgepole Pine","10","Comanche Peak Area",585
2520,"E","10-15",30,6,404,5750,"Lodgepole Pine","29","Rawah Area",585
3181,"NE","10-15",984,420,1158,1521,"Lodgepole Pine","33","Comanche Peak Area",562
2578,"S","15-20",150,39,1275,1915,"Ponderosa Pine","4","Comanche Peak Area",616
2722,"W","15-20",218,55,1884,470,"Lodgepole Pine","31","Comanche Peak Area",615
2705,"NE","10-15",421,80,470,258,"Lodgepole Pine","10","Comanche Peak Area",558
3162,"NW","15-20",228,81,1073,2046,"Spruce/Fir","29","Rawah Area",567
2527,"E","10-15",210,7,1165,4898,"Lodgepole Pine","18","Rawah Area",575
2666,"N","20-25",42,15,295,680,"Lodgepole Pine","29","Rawah Area",546
2961,"NE","10-15",771,166,2823,1495,"Lodgepole Pine","32","Comanche Peak Area",554
3237,"NW","25-30",569,161,510,1374,"Spruce/Fir","22","Neota Area",554
3204,"NW","10-15",127,28,5193,911,"Spruce/Fir","22","Rawah Area",596
2686,"N","25-30",350,77,1572,4237,"Lodgepole Pine","29","Rawah Area",527
3129,"E","10-15",0,0,3196,792,"Lodgepole Pine","23","Comanche Peak Area",575
2952,"W","15-20",218,49,5145,1448,"Lodgepole Pine","30","Rawah Area",635
3140,"E","10-15",85,12,2230,2081,"Spruce/Fir","29","Rawah Area",576
3025,"NE","20-25",511,193,540,890,"Lodgepole Pine","29","Rawah Area",503
3045,"NW","15-20",85,20,1771,1978,"Spruce/Fir","29","Rawah Area",572
2344,"NW","15-20",30,7,1425,446,"Douglas-fir","16","Cache la Poudre Area",587
3234,"N","0-5",180,13,5622,765,"Spruce/Fir","22","Rawah Area",602
2896,"SW","25-30",192,5,882,658,"Lodgepole Pine","13","Comanche Peak Area",632
3055,"N","10-15",404,23,1224,1889,"Spruce/Fir","32","Comanche Peak Area",563
2703,"SE","10-15",30,2,1567,837,"Lodgepole Pine","20","Rawah Area",578
2545,"E","5-10",323,-28,437,1167,"Lodgepole Pine","20","Rawah Area",582
2782,"S","15-20",30,2,1273,2120,"Spruce/Fir","13","Comanche Peak Area",628
3112,"E","15-20",120,37,2836,3791,"Spruce/Fir","22","Rawah Area",560
2771,"NW","20-25",60,18,1397,1559,"Spruce/Fir","24","Comanche Peak Area",557
2794,"N","30-35",228,108,1632,1015,"Lodgepole Pine","33","Comanche Peak Area",436
3015,"N","10-15",404,38,4841,234,"Lodgepole Pine","29","Rawah Area",580
3183,"E","20-25",60,-15,2603,2577,"Spruce/Fir","30","Rawah Area",524
3391,"W","5-10",1006,134,1130,2051,"Spruce/Fir","32","Comanche Peak Area",627
2875,"NE","15-20",351,-1,417,1556,"Lodgepole Pine","29","Rawah Area",530
2119,"SW","15-20",212,87,417,516,"Ponderosa Pine","1","Cache la Poudre Area",639
2778,"N","15-20",108,26,942,601,"Lodgepole Pine","31","Comanche Peak Area",537
3289,"N","15-20",854,139,2406,2170,"Krummholz","40","Comanche Peak Area",526
3267,"E","20-25",242,16,2230,4443,"Spruce/Fir","39","Neota Area",510
3024,"SE","20-25",190,48,1678,2316,"Lodgepole Pine","33","Comanche Peak Area",591
2362,"E","25-30",60,24,342,376,"Douglas-fir","3","Comanche Peak Area",492
3100,"SW","5-10",42,-4,1277,1640,"Spruce/Fir","21","Comanche Peak Area",631
3229,"S","15-20",218,36,752,1121,"Spruce/Fir","22","Rawah Area",624
2840,"E","10-15",134,19,1213,1813,"Lodgepole Pine","29","Rawah Area",582
2907,"NW","15-20",95,8,3274,2007,"Lodgepole Pine","29","Rawah Area",588
3243,"N","5-10",42,2,3171,2814,"Krummholz","39","Comanche Peak Area",591
2788,"SE","10-15",212,55,3034,2725,"Lodgepole Pine","12","Rawah Area",585
3046,"NW","0-5",234,24,2165,1355,"Spruce/Fir","23","Rawah Area",613
3255,"S","15-20",124,6,4759,2737,"Spruce/Fir","33","Comanche Peak Area",628
3192,"SW","10-15",42,5,2985,470,"Spruce/Fir","32","Comanche Peak Area",635
3086,"S","5-10",582,27,391,1183,"Lodgepole Pine","32","Comanche Peak Area",616
3093,"SE","25-30",192,68,3301,2230,"Spruce/Fir","33","Comanche Peak Area",524
3030,"NW","10-15",216,69,2898,324,"Lodgepole Pine","32","Comanche Peak Area",600
2761,"E","5-10",234,15,2490,1687,"Lodgepole Pine","12","Rawah Area",595
2797,"E","5-10",258,130,1396,830,"Lodgepole Pine","32","Comanche Peak Area",588
3043,"NE","15-20",67,21,3083,1080,"Spruce/Fir","32","Comanche Peak Area",537
3146,"SE","5-10",216,7,2287,2532,"Spruce/Fir","30","Rawah Area",615
2584,"E","15-20",30,6,942,6329,"Lodgepole Pine","29","Rawah Area",531
3449,"SE","10-15",571,164,2148,1482,"Spruce/Fir","40","Rawah Area",586
3283,"S","0-5",446,43,5095,819,"Lodgepole Pine","29","Rawah Area",615
3309,"SW","10-15",170,2,3561,1772,"Spruce/Fir","32","Comanche Peak Area",637
2894,"SW","15-20",524,189,1890,2018,"Aspen","13","Comanche Peak Area",641
2957,"W","10-15",285,61,5179,1170,"Lodgepole Pine","30","Rawah Area",629
2989,"N","5-10",541,86,3238,1380,"Lodgepole Pine","12","Rawah Area",591
2723,"NE","25-30",240,-42,2044,841,"Lodgepole Pine","10","Comanche Peak Area",460
2410,"NW","10-15",300,71,1445,577,"Douglas-fir","10","Cache la Poudre Area",608
3235,"NW","25-30",0,0,2416,2851,"Spruce/Fir","29","Rawah Area",519
3028,"W","10-15",335,44,3118,698,"Lodgepole Pine","32","Comanche Peak Area",621
3160,"E","25-30",350,73,1019,1762,"Spruce/Fir","29","Rawah Area",510
3323,"NE","10-15",30,-1,3581,2919,"Krummholz","39","Comanche Peak Area",565
2858,"SE","5-10",268,7,3288,3034,"Lodgepole Pine","12","Rawah Area",602
2942,"NW","5-10",180,21,1809,633,"Lodgepole Pine","31","Comanche Peak Area",617
2985,"E","10-15",391,17,5754,3808,"Lodgepole Pine","29","Rawah Area",577
2887,"SE","5-10",551,59,3560,3114,"Lodgepole Pine","12","Rawah Area",611
2426,"W","5-10",270,82,1050,1443,"Ponderosa Pine","6","Cache la Poudre Area",618
3266,"S","10-15",95,9,3078,942,"Spruce/Fir","23","Rawah Area",625
2868,"N","0-5",30,0,2947,2137,"Lodgepole Pine","29","Rawah Area",602
2985,"N","25-30",660,116,2372,1746,"Lodgepole Pine","24","Comanche Peak Area",478
2958,"N","5-10",67,-4,3379,2201,"Lodgepole Pine","23","Rawah Area",582
3209,"E","10-15",402,67,1302,5010,"Spruce/Fir","22","Neota Area",567
3070,"E","20-25",402,-98,886,824,"Spruce/Fir","29","Rawah Area",530
3005,"W","0-5",0,0,5521,2166,"Spruce/Fir","22","Rawah Area",616
2972,"SW","10-15",242,110,671,1660,"Lodgepole Pine","32","Comanche Peak Area",639
2694,"SE","20-25",150,48,2223,2438,"Ponderosa Pine","4","Comanche Peak Area",569
2382,"SE","20-25",134,41,242,750,"Ponderosa Pine","4","Comanche Peak Area",551
3213,"NE","10-15",30,0,2703,2467,"Spruce/Fir","22","Rawah Area",562
3196,"NW","15-20",404,68,4089,840,"Spruce/Fir","24","Comanche Peak Area",579
2678,"N","15-20",258,49,2096,2407,"Douglas-fir","10","Comanche Peak Area",551
3061,"NW","10-15",30,3,1678,1142,"Spruce/Fir","21","Comanche Peak Area",596
3173,"SE","15-20",255,34,3704,306,"Spruce/Fir","33","Comanche Peak Area",575
2499,"N","25-30",247,86,841,1613,"Lodgepole Pine","33","Comanche Peak Area",508
3011,"N","5-10",638,92,5267,5630,"Lodgepole Pine","12","Rawah Area",597
3135,"E","15-20",95,22,1194,2251,"Lodgepole Pine","30","Rawah Area",538
3001,"SE","10-15",60,3,4223,511,"Spruce/Fir","30","Rawah Area",579
2748,"N","10-15",134,29,1507,2823,"Lodgepole Pine","29","Rawah Area",564
2538,"SE","5-10",0,0,1448,698,"Douglas-fir","3","Comanche Peak Area",598
3359,"E","5-10",365,47,1209,2801,"Spruce/Fir","38","Rawah Area",588
3056,"N","0-5",30,2,900,1712,"Spruce/Fir","22","Neota Area",597
2126,"E","10-15",0,0,1140,1448,"Cottonwood/Willow","17","Cache la Poudre Area",571
3356,"NW","30-35",216,109,1907,2512,"Spruce/Fir","33","Comanche Peak Area",552
2779,"E","5-10",240,103,2391,2546,"Lodgepole Pine","12","Rawah Area",588
3360,"NE","5-10",618,130,2145,2568,"Lodgepole Pine","32","Neota Area",584
2998,"E","5-10",108,10,6166,3248,"Lodgepole Pine","29","Rawah Area",579
2699,"E","5-10",366,-6,690,1902,"Lodgepole Pine","12","Rawah Area",593
3178,"N","10-15",313,55,3036,3268,"Spruce/Fir","29","Rawah Area",563
3032,"N","15-20",67,11,2259,1761,"Lodgepole Pine","32","Comanche Peak Area",562
3257,"E","25-30",553,91,918,1734,"Spruce/Fir","33","Neota Area",466
2966,"NE","5-10",127,0,4689,1761,"Lodgepole Pine","19","Rawah Area",583
2925,"N","10-15",30,7,443,2359,"Lodgepole Pine","29","Rawah Area",579
